UserId,TrajScore,TypeScore,AllScore
150,1.0,0.9976427,0.9988214
151,1.0,0.9995791,0.99978954
152,1.0,0.99807405,0.999037
153,1.0,0.9982206,0.99911034
154,1.0,0.999492,0.99974597
155,1.0,0.99931705,0.9996585
156,1.0,0.99931014,0.99965507
157,1.0,0.9971979,0.99859893
158,1.0,0.9960104,0.9980052
159,1.0,0.99982697,0.99991345
160,1.0,0.99946284,0.9997314
161,1.0,0.9991599,0.9995799
162,1.0,0.9995316,0.9997658
163,1.0,0.9963273,0.99816364
164,1.0,0.9987672,0.99938357
165,1.0,0.998481,0.9992405
166,1.0,0.9981863,0.9990932
167,1.0,0.99441135,0.9972057
168,1.0,0.99820864,0.9991043
169,1.0,0.99701804,0.99850905
170,1.0,0.9974021,0.99870104
171,1.0,0.9993253,0.99966264
172,1.0,0.9986454,0.9993227
173,1.0,0.99813426,0.9990671
174,1.0,0.9990655,0.99953276
175,1.0,0.9988315,0.99941576
176,1.0,0.99893904,0.9994695
177,1.0,0.99879104,0.9993955
178,1.0,0.9963909,0.9981954
179,1.0,0.99917865,0.9995893
180,1.0,0.99868137,0.99934065
181,1.0,0.9988921,0.99944603
182,1.0,0.99419856,0.9970993
183,1.0,0.99901885,0.99950945
184,1.0,0.9992491,0.99962455
185,1.0,0.99900806,0.999504
186,1.0,0.9979082,0.99895406
187,1.0,0.9972932,0.9986466
188,1.0,0.99873984,0.9993699
189,1.0,0.9971078,0.9985539
190,1.0,0.9967962,0.99839807
191,1.0,0.99704885,0.9985244
192,1.0,0.99787295,0.9989365
193,1.0,0.998766,0.999383
194,1.0,0.99913347,0.99956673
195,1.0,0.99898165,0.99949086
196,1.0,0.9965341,0.99826705
197,1.0,0.99839514,0.9991976
198,1.0,0.99831206,0.999156
199,1.0,0.9994927,0.9997463
200,1.0,0.99939203,0.999696
201,1.0,0.99855113,0.99927557
202,1.0,0.99945647,0.9997282
203,1.0,0.99924475,0.99962234
204,1.0,0.99738055,0.99869025
205,1.0,0.99943846,0.99971926
206,1.0,0.9984429,0.99922144
207,1.0,0.9928654,0.99643266
208,1.0,0.998554,0.999277
209,1.0,0.9987739,0.9993869
210,1.0,0.99943054,0.99971527
211,1.0,0.9993592,0.99967957
212,1.0,0.99797636,0.99898815
213,1.0,0.99916416,0.99958205
214,1.0,0.9975117,0.9987558
215,1.0,0.9977454,0.9988727
216,1.0,0.99912536,0.9995627
217,1.0,0.99889517,0.9994476
218,1.0,0.9992075,0.99960375
219,1.0,0.9949299,0.99746495
220,1.0,0.99840367,0.99920183
221,1.0,0.99903494,0.99951744
222,1.0,0.99745035,0.9987252
223,1.0,0.9994469,0.99972343
224,1.0,0.99964243,0.9998212
225,1.0,0.9987812,0.9993906
226,1.0,0.99840045,0.9992002
227,1.0,0.99892455,0.99946225
228,1.0,0.9993232,0.99966156
229,1.0,0.9978387,0.99891937
230,1.0,0.9997533,0.9998766
231,1.0,0.9990152,0.9995076
232,1.0,0.9983072,0.9991536
233,1.0,0.9998814,0.9999407
234,1.0,0.9990859,0.99954295
235,1.0,0.99631184,0.99815595
236,1.0,0.9992507,0.9996253
237,1.0,0.9976303,0.9988152
238,1.0,0.99807537,0.9990377
239,1.0,0.99986285,0.99993145
240,1.0,0.9988329,0.9994165
241,1.0,0.9978269,0.9989134
242,1.0,0.99927413,0.99963707
243,1.0,0.99890953,0.99945474
244,1.0,0.99725497,0.9986275
245,1.0,0.9992992,0.99964964
246,1.0,0.99847615,0.9992381
247,1.0,0.99764633,0.99882317
248,1.0,0.9951001,0.99755
249,1.0,0.99969375,0.9998469
250,1.0,0.99716926,0.9985846
251,1.0,0.99941134,0.9997057
252,1.0,0.9977764,0.9988882
253,1.0,0.99901396,0.99950695
254,1.0,0.9985703,0.99928516
255,1.0,0.999225,0.9996125
256,1.0,0.99833024,0.9991651
257,1.0,0.99865353,0.99932677
258,1.0,0.9988769,0.99943846
259,1.0,0.99577075,0.99788535
260,1.0,0.99953616,0.9997681
261,1.0,0.99918914,0.99959457
262,1.0,0.9989097,0.99945486
263,1.0,0.99805474,0.9990274
264,1.0,0.99825555,0.99912775
265,1.0,0.9993063,0.99965316
266,1.0,0.9986974,0.9993487
267,1.0,0.99978507,0.99989253
268,1.0,0.99684584,0.9984229
269,1.0,0.999107,0.9995535
270,1.0,0.99889195,0.999446
271,1.0,0.99761736,0.9988087
272,1.0,0.9980693,0.99903464
273,1.0,0.9955502,0.9977751
274,1.0,0.9982784,0.9991392
275,1.0,0.999283,0.99964154
276,1.0,0.9973709,0.9986855
277,1.0,0.99875087,0.99937546
278,1.0,0.9937606,0.9968803
279,1.0,0.9997537,0.99987686
280,1.0,0.99931437,0.99965715
281,1.0,0.99724877,0.9986244
282,1.0,0.9990918,0.99954593
283,1.0,0.99884963,0.9994248
284,1.0,0.99924475,0.99962234
285,1.0,0.9985614,0.9992807
286,1.0,0.99311435,0.9965572
287,1.0,0.998806,0.999403
288,1.0,0.99893975,0.9994699
289,1.0,0.999171,0.9995855
290,1.0,0.9966024,0.9983012
291,1.0,0.9996433,0.99982166
292,1.0,0.9932762,0.99663806
293,1.0,0.9976281,0.99881405
294,1.0,0.9944549,0.99722743
295,1.0,0.9985629,0.9992814
296,1.0,0.999462,0.999731
297,1.0,0.9991988,0.9995994
298,1.0,0.9988588,0.9994294
299,1.0,0.99856997,0.999285
300,1.0,0.99910235,0.9995512
301,1.0,0.99815756,0.99907875
302,1.0,0.99850047,0.99925023
303,1.0,0.99891436,0.9994572
304,1.0,0.9983096,0.9991548
305,1.0,0.9983144,0.9991572
306,1.0,0.99914175,0.99957085
307,1.0,0.9942584,0.9971292
308,1.0,0.9962684,0.9981342
309,1.0,0.99880445,0.9994022
310,1.0,0.99960494,0.9998025
311,1.0,0.99855375,0.9992769
312,1.0,0.9989456,0.9994728
313,1.0,0.99958885,0.9997944
314,1.0,0.9975318,0.9987659
315,1.0,0.99958396,0.999792
316,1.0,0.9966277,0.99831384
317,1.0,0.9994323,0.99971616
318,1.0,0.99930596,0.999653
319,1.0,0.9972809,0.9986404
320,1.0,0.9995593,0.99977964
321,1.0,0.9983435,0.99917173
322,1.0,0.99871737,0.99935865
323,1.0,0.99956477,0.9997824
324,1.0,0.9972539,0.99862695
325,1.0,0.9987831,0.99939156
326,1.0,0.999811,0.99990547
327,1.0,0.9996886,0.9998443
328,1.0,0.99856,0.99928
329,1.0,0.9980494,0.9990247
330,1.0,0.9988198,0.9994099
331,1.0,0.99657273,0.99828637
332,1.0,0.9991752,0.9995876
333,1.0,0.9996456,0.9998228
334,1.0,0.99986535,0.99993265
335,1.0,0.99777853,0.99888927
336,1.0,0.9901324,0.99506617
337,1.0,0.99921095,0.9996055
338,1.0,0.9989097,0.99945486
339,1.0,0.99747866,0.99873936
340,1.0,0.9959803,0.99799013
341,1.0,0.9982754,0.9991377
342,1.0,0.9988524,0.9994262
343,1.0,0.9991484,0.9995742
344,1.0,0.9981852,0.9990926
345,1.0,0.9982999,0.9991499
346,1.0,0.9999224,0.9999612
347,1.0,0.99907213,0.99953604
348,1.0,0.9971627,0.99858135
349,1.0,0.9994732,0.9997366
350,1.0,0.9995825,0.99979126
351,1.0,0.99908435,0.9995422
352,1.0,0.9984422,0.9992211
353,1.0,0.9948014,0.9974007
354,1.0,0.9988882,0.9994441
355,1.0,0.9996316,0.9998158
356,1.0,0.99832416,0.9991621
357,1.0,0.997259,0.9986295
358,1.0,0.99868804,0.999344
359,1.0,0.992481,0.9962405
360,1.0,0.99662143,0.9983107
361,1.0,0.9995316,0.9997658
362,1.0,0.9975839,0.99879193
363,1.0,0.9996165,0.99980825
364,1.0,0.9979356,0.99896777
365,1.0,0.99903804,0.999519
366,1.0,0.9948657,0.9974328
367,1.0,0.9925814,0.9962907
368,1.0,0.9991746,0.9995873
369,1.0,0.99810755,0.9990538
370,1.0,0.99936706,0.9996835
371,1.0,0.99930054,0.99965024
372,1.0,0.999301,0.9996505
373,1.0,0.99844027,0.99922013
374,1.0,0.99696165,0.9984808
375,1.0,0.99983436,0.99991715
376,1.0,0.9996362,0.9998181
377,1.0,0.9998014,0.9999007
378,1.0,0.99880743,0.9994037
379,1.0,0.9981762,0.9990881
380,1.0,0.9990435,0.99952173
381,1.0,0.99802333,0.99901164
382,1.0,0.99887633,0.99943817
383,1.0,0.99809325,0.9990466
384,1.0,0.99846005,0.99923
385,1.0,0.9974754,0.9987377
386,1.0,0.99908876,0.9995444
387,1.0,0.9988514,0.9994257
388,1.0,0.99900085,0.9995004
389,1.0,0.9986909,0.9993454
390,1.0,0.995796,0.997898
391,1.0,0.9944229,0.99721146
392,1.0,0.9991875,0.99959373
393,1.0,0.9981619,0.99908096
394,1.0,0.99928004,0.99964
395,1.0,0.9998566,0.9999283
396,1.0,0.99766684,0.9988334
397,1.0,0.9996231,0.99981153
398,1.0,0.9985589,0.99927944
399,1.0,0.99964595,0.999823
400,1.0,0.998328,0.999164
401,1.0,0.9990115,0.99950576
402,1.0,0.99786365,0.9989318
403,1.0,0.9969638,0.99848187
404,1.0,0.99956346,0.9997817
405,1.0,0.99407566,0.9970378
406,1.0,0.9989034,0.9994517
407,1.0,0.99888164,0.9994408
408,1.0,0.9991299,0.99956495
409,1.0,0.9989258,0.9994629
410,1.0,0.99879694,0.99939847
411,1.0,0.9984949,0.99924743
412,1.0,0.9997479,0.99987394
413,1.0,0.9975322,0.99876606
414,1.0,0.99884665,0.9994233
415,1.0,0.99823344,0.9991167
416,1.0,0.99846965,0.9992348
417,1.0,0.9918959,0.99594796
418,1.0,0.997534,0.998767
419,1.0,0.99932414,0.99966204
420,1.0,0.997945,0.99897254
421,1.0,0.99875265,0.9993763
422,1.0,0.9992099,0.99960494
423,1.0,0.99901295,0.9995065
424,1.0,0.99827915,0.99913955
425,1.0,0.99878234,0.9993912
426,1.0,0.998854,0.99942696
427,1.0,0.9987689,0.99938446
428,1.0,0.99923563,0.9996178
429,1.0,0.99761325,0.9988066
430,1.0,0.9997897,0.99989486
431,1.0,0.9910054,0.9955027
432,1.0,0.9877264,0.9938632
433,1.0,0.9993409,0.99967045
434,1.0,0.99901533,0.99950767
435,1.0,0.9972251,0.9986125
436,1.0,0.99782914,0.9989146
437,1.0,0.99937797,0.999689
438,1.0,0.99721956,0.9986098
439,1.0,0.9994391,0.99971956
440,1.0,0.99907625,0.9995381
441,1.0,0.99759585,0.9987979
442,1.0,0.99892193,0.99946094
443,1.0,0.99974513,0.99987257
444,1.0,0.9977298,0.9988649
445,1.0,0.99865866,0.9993293
446,1.0,0.9970471,0.9985236
447,1.0,0.9984356,0.9992178
448,1.0,0.9983678,0.9991839
449,1.0,0.9989629,0.99948144
450,1.0,0.9967948,0.9983974
451,1.0,0.99905425,0.9995271
452,1.0,0.99323565,0.9966178
453,1.0,0.99170554,0.99585277
454,1.0,0.9975434,0.99877167
455,1.0,0.9994055,0.99970275
456,1.0,0.99807715,0.9990386
457,1.0,0.99990165,0.9999508
458,1.0,0.99915177,0.99957585
459,1.0,0.9984277,0.9992138
460,1.0,0.9995138,0.99975693
461,1.0,0.9999045,0.99995226
462,1.0,0.9984754,0.99923766
463,1.0,0.9996596,0.99982977
464,1.0,0.9976821,0.99884105
465,1.0,0.99755454,0.9987773
466,1.0,0.9983709,0.99918544
467,1.0,0.9992309,0.99961543
468,1.0,0.9990397,0.9995198
469,1.0,0.9993321,0.99966604
470,1.0,0.9800951,0.9900476
471,1.0,0.9990481,0.99952406
472,1.0,0.9988625,0.99943125
473,1.0,0.9991578,0.9995789
474,1.0,0.9996131,0.9998065
475,1.0,0.99748594,0.99874294
476,1.0,0.9982429,0.9991214
477,1.0,0.9994194,0.9997097
478,1.0,0.999294,0.999647
479,1.0,0.9986201,0.99931
480,1.0,0.99926406,0.999632
481,1.0,0.9972094,0.9986047
482,1.0,0.99766463,0.99883235
483,1.0,0.99824715,0.9991236
484,1.0,0.99799573,0.99899787
485,1.0,0.9964107,0.99820536
486,1.0,0.9997178,0.99985886
487,1.0,0.9992895,0.99964476
488,1.0,0.99935114,0.9996756
489,1.0,0.99871814,0.9993591
490,1.0,0.9980156,0.9990078
491,1.0,0.99894476,0.9994724
492,1.0,0.9994642,0.99973214
493,1.0,0.9998603,0.99993014
494,1.0,0.99842566,0.99921286
495,1.0,0.9967743,0.99838716
496,1.0,0.9898212,0.9949106
497,1.0,0.9985323,0.99926615
498,1.0,0.9988756,0.9994378
499,1.0,0.9996341,0.999817
500,1.0,0.99947995,0.99974
501,1.0,0.9969173,0.9984586
502,1.0,0.99855983,0.9992799
503,1.0,0.997561,0.9987805
504,1.0,0.9984878,0.99924386
505,1.0,0.99938256,0.99969125
506,1.0,0.9961558,0.99807787
507,1.0,0.9977573,0.99887866
508,1.0,0.99737954,0.9986898
509,1.0,0.99553156,0.9977658
510,1.0,0.9986415,0.99932075
511,1.0,0.9990789,0.9995395
512,1.0,0.99714565,0.9985728
513,1.0,0.99937445,0.9996872
514,1.0,0.9988278,0.9994139
515,1.0,0.99914134,0.99957067
516,1.0,0.99905115,0.99952555
517,1.0,0.9970089,0.99850446
518,1.0,0.9969626,0.9984813
519,1.0,0.9979351,0.9989675
520,1.0,0.9981186,0.9990593
521,1.0,0.9981679,0.99908394
522,1.0,0.9987128,0.9993564
523,1.0,0.999936,0.999968
524,1.0,0.9986998,0.9993499
525,1.0,0.9989684,0.9994842
526,1.0,0.9990611,0.99953055
527,1.0,0.9991467,0.99957335
528,1.0,0.99969214,0.9998461
529,1.0,0.9992797,0.99963987
530,1.0,0.9991988,0.9995994
531,1.0,0.9979809,0.9989904
532,1.0,0.9973316,0.9986658
533,1.0,0.99886274,0.9994314
534,1.0,0.9987987,0.99939936
535,1.0,0.9993716,0.99968576
536,1.0,0.99922216,0.9996111
537,1.0,0.9996602,0.9998301
538,1.0,0.99783725,0.99891865
539,1.0,0.99890006,0.99945
540,1.0,0.9966348,0.99831736
541,1.0,0.99808395,0.999042
542,1.0,0.998164,0.99908197
543,1.0,0.99837065,0.9991853
544,1.0,0.9977279,0.99886394
545,1.0,0.9986141,0.99930704
546,1.0,0.99905115,0.99952555
547,1.0,0.9973137,0.99865687
548,1.0,0.9990057,0.99950284
549,1.0,0.9946901,0.9973451
550,1.0,0.99846053,0.99923027
551,1.0,0.99902254,0.99951124
552,1.0,0.99665487,0.99832743
553,1.0,0.99946666,0.9997333
554,1.0,0.9936302,0.9968151
555,1.0,0.9966979,0.99834895
556,1.0,0.9990518,0.9995259
557,1.0,0.9970149,0.99850744
558,1.0,0.99732447,0.99866223
559,1.0,0.99333763,0.9966688
560,1.0,0.9995454,0.99977267
561,1.0,0.9994319,0.9997159
562,1.0,0.99884486,0.99942243
563,1.0,0.9999145,0.99995726
564,1.0,0.9981182,0.9990591
565,1.0,0.9981166,0.9990583
566,1.0,0.9991616,0.9995808
567,1.0,0.9953225,0.99766123
568,1.0,0.9948537,0.99742687
569,1.0,0.9984299,0.99921495
570,1.0,0.9993429,0.99967146
571,1.0,0.9955713,0.9977857
572,1.0,0.9988285,0.9994142
573,1.0,0.9976487,0.99882436
574,1.0,0.9985164,0.99925816
575,1.0,0.9984332,0.99921656
576,1.0,0.9986517,0.9993259
577,1.0,0.9990927,0.99954635
578,1.0,0.9994788,0.9997394
579,1.0,0.99758327,0.99879164
580,1.0,0.99810755,0.9990538
581,1.0,0.9992453,0.99962264
582,1.0,0.99933183,0.9996659
583,1.0,0.99894106,0.99947053
584,1.0,0.9967633,0.9983816
585,1.0,0.998235,0.9991175
586,1.0,0.99796474,0.99898237
587,1.0,0.9993578,0.9996789
588,1.0,0.99722445,0.9986122
589,1.0,0.99870044,0.9993502
590,1.0,0.99725866,0.99862933
591,1.0,0.9985498,0.9992749
592,1.0,0.9991102,0.9995551
593,1.0,0.9994056,0.9997028
594,1.0,0.9973788,0.9986894
595,1.0,0.9992383,0.9996191
596,1.0,0.99815035,0.9990752
597,1.0,0.99830496,0.9991525
598,1.0,0.9980954,0.9990477
599,1.0,0.9998975,0.99994874
600,1.0,0.9983798,0.9991899
601,1.0,0.9981585,0.9990792
602,1.0,0.9983519,0.9991759
603,1.0,0.99873143,0.9993657
604,1.0,0.9979193,0.99895966
605,1.0,0.99861586,0.99930793
606,1.0,0.99874425,0.9993721
607,1.0,0.9994151,0.9997076
608,1.0,0.9979649,0.9989824
609,1.0,0.99805284,0.9990264
610,1.0,0.99926835,0.99963415
611,1.0,0.9997803,0.99989015
612,1.0,0.9987066,0.9993533
613,1.0,0.9994023,0.99970114
614,1.0,0.9990261,0.99951303
615,1.0,0.9969859,0.99849296
616,1.0,0.9917525,0.99587625
617,1.0,0.9979432,0.9989716
618,1.0,0.99968314,0.9998416
619,1.0,0.9976569,0.9988284
620,1.0,0.9998639,0.99993193
621,1.0,0.99704707,0.99852353
622,1.0,0.9987013,0.99935067
623,1.0,0.99743474,0.99871737
624,1.0,0.9990927,0.99954635
625,1.0,0.9992176,0.9996088
626,1.0,0.99901366,0.99950683
627,1.0,0.9979144,0.99895716
628,1.0,0.99817103,0.99908555
629,1.0,0.9996575,0.99982876
630,1.0,0.997947,0.9989735
631,1.0,0.9983374,0.9991687
632,1.0,0.99793136,0.9989657
633,1.0,0.99916464,0.9995823
634,1.0,0.9972108,0.9986054
635,1.0,0.9986928,0.9993464
636,1.0,0.9998848,0.9999424
637,1.0,0.9981614,0.99908066
638,1.0,0.99824274,0.99912137
639,1.0,0.99948573,0.99974287
640,1.0,0.9997556,0.9998778
641,1.0,0.9983818,0.9991909
642,1.0,0.99912596,0.999563
643,1.0,0.9978097,0.9989048
644,1.0,0.99880034,0.99940014
645,1.0,0.99383235,0.9969162
646,1.0,0.9986029,0.99930143
647,1.0,0.99352694,0.99676347
648,1.0,0.9995421,0.99977106
649,1.0,0.9976154,0.99880767
650,1.0,0.99944454,0.99972224
651,1.0,0.99824244,0.9991212
652,1.0,0.99810237,0.9990512
653,1.0,0.9985348,0.9992674
654,1.0,0.9991909,0.99959546
655,1.0,0.999262,0.999631
656,1.0,0.9980269,0.9990134
657,1.0,0.9999018,0.9999509
658,1.0,0.9978576,0.9989288
659,1.0,0.9812787,0.9906393
660,1.0,0.9978254,0.9989127
661,1.0,0.99794585,0.9989729
662,1.0,0.9986838,0.9993419
663,1.0,0.99918735,0.9995937
664,1.0,0.99600047,0.99800026
665,1.0,0.99877375,0.9993869
666,1.0,0.9998759,0.99993795
667,1.0,0.99804544,0.9990227
668,1.0,0.9989405,0.99947023
669,1.0,0.9991434,0.9995717
670,1.0,0.99950325,0.9997516
671,1.0,0.9983886,0.99919426
672,1.0,0.99958014,0.9997901
673,1.0,0.99864817,0.9993241
674,1.0,0.9997946,0.9998973
675,1.0,0.99816585,0.9990829
676,1.0,0.9989416,0.99947083
677,1.0,0.99987906,0.99993956
678,1.0,0.9991557,0.9995779
679,1.0,0.9990071,0.99950355
680,1.0,0.9990274,0.9995137
681,1.0,0.9976829,0.99884146
682,1.0,0.99931,0.999655
683,1.0,0.9996378,0.9998189
684,1.0,0.99833596,0.999168
685,1.0,0.99684846,0.99842423
686,1.0,0.9986265,0.99931324
687,1.0,0.9987372,0.9993686
688,1.0,0.9979569,0.99897844
689,1.0,0.9996081,0.999804
690,1.0,0.9976336,0.9988168
691,1.0,0.9984581,0.9992291
692,1.0,0.9992506,0.9996253
693,1.0,0.999398,0.999699
694,1.0,0.9987005,0.99935025
695,1.0,0.998503,0.9992515
696,1.0,0.9991968,0.9995984
697,1.0,0.9988806,0.9994403
698,1.0,0.99903154,0.9995158
699,1.0,0.9971066,0.9985533
700,1.0,0.99864936,0.9993247
701,1.0,0.9994221,0.99971104
702,1.0,0.9994318,0.9997159
703,1.0,0.9999343,0.99996716
704,1.0,0.99837416,0.9991871
705,1.0,0.99866664,0.9993333
706,1.0,0.99757457,0.9987873
707,1.0,0.9992033,0.99960166
708,1.0,0.9966431,0.99832153
709,1.0,0.99827415,0.99913704
710,1.0,0.9977298,0.9988649
711,1.0,0.9993941,0.9996971
712,1.0,0.99978125,0.9998906
713,1.0,0.9990176,0.9995088
714,1.0,0.9943296,0.9971648
715,1.0,0.99805945,0.99902976
716,1.0,0.99828017,0.9991401
717,1.0,0.9979897,0.9989948
718,1.0,0.9986234,0.9993117
719,1.0,0.99883544,0.9994177
720,1.0,0.99851996,0.99925995
721,1.0,0.99307567,0.9965378
722,1.0,0.997851,0.9989255
723,1.0,0.99686885,0.9984344
724,1.0,0.9997891,0.99989456
725,1.0,0.9976055,0.9988028
726,1.0,0.99981165,0.9999058
727,1.0,0.9974171,0.99870855
728,1.0,0.9935783,0.99678916
729,1.0,0.99794817,0.9989741
730,1.0,0.99850196,0.999251
731,1.0,0.99932003,0.99966
732,1.0,0.99875414,0.9993771
733,1.0,0.9982472,0.9991236
734,1.0,0.998247,0.9991235
735,1.0,0.9988314,0.9994157
736,1.0,0.9998954,0.99994767
737,1.0,0.999477,0.9997385
738,1.0,0.999895,0.9999475
739,1.0,0.9985157,0.99925786
740,1.0,0.9986592,0.99932957
741,1.0,0.99808437,0.99904215
742,1.0,0.9891262,0.9945631
743,1.0,0.9993619,0.99968094
744,1.0,0.9831207,0.99156034
745,1.0,0.9982179,0.9991089
746,1.0,0.9998304,0.99991524
747,1.0,0.9998914,0.9999457
748,1.0,0.9991251,0.99956256
749,1.0,0.9996616,0.99983084
750,1.0,0.99998164,0.9999908
751,1.0,0.9976135,0.9988067
752,1.0,0.9991293,0.99956465
753,1.0,0.9987965,0.99939823
754,1.0,0.99993056,0.9999653
755,1.0,0.9999431,0.9999715
756,1.0,0.99998194,0.99999094
757,1.0,0.9991759,0.99958795
758,1.0,0.9950724,0.9975362
759,1.0,0.9980171,0.99900854
760,1.0,0.9897843,0.9948921
761,1.0,0.9999254,0.9999627
762,1.0,0.9998516,0.9999258
763,1.0,0.9999334,0.99996674
764,1.0,0.99901074,0.9995054
765,1.0,0.99617946,0.99808973
766,1.0,0.9971315,0.9985658
767,1.0,0.9996171,0.99980855
768,1.0,0.9991007,0.99955034
769,1.0,0.99666,0.99833
770,1.0,0.9993198,0.9996599
771,1.0,0.9987566,0.9993783
772,1.0,0.9994855,0.99974275
773,1.0,0.99762297,0.9988115
774,1.0,0.99977505,0.9998875
775,1.0,0.9993669,0.99968344
776,1.0,0.99981326,0.99990666
777,1.0,0.99141157,0.9957058
778,1.0,0.9999302,0.9999651
779,1.0,0.99938357,0.9996918
780,1.0,0.9977066,0.9988533
