UserId,TrajScore,TypeScore,AllScore
96,0.38749427,4.1968856,2.2921898
97,0.9065825,2.6021364,1.7543595
98,0.7770109,4.094237,2.435624
99,0.5178899,1.336564,0.9272269
100,1.4249567,3.7462907,2.5856237
101,0.19327094,1.0201644,0.60671765
102,2.5887039,4.9886074,3.7886558
103,0.6476704,2.2997346,1.4737024
104,0.25829664,3.9174526,2.0878747
105,1.6844677,3.9941168,2.8392923
106,0.38775694,3.0977273,1.7427421
107,1.2964939,4.1023707,2.6994324
108,0.12840587,2.8745363,1.501471
109,0.64770883,4.5466166,2.5971627
110,0.5179091,2.9952781,1.7565936
111,1.5553478,4.4027257,2.9790368
112,0.51764923,1.7986984,1.1581738
113,1.2957207,3.8385,2.5671103
114,0.25810638,4.9953055,2.626706
115,0.64734346,2.5391617,1.5932525
116,6.4249803e-06,1.6993271,0.8496668
117,0.38797265,4.2903543,2.3391635
118,1.1660106,4.0326366,2.5993237
119,0.5176848,4.431638,2.4746614
120,0.38784644,2.574917,1.4813818
121,0.25831118,3.3941789,1.8262451
122,0.38769707,5.056101,2.721899
123,0.77721506,3.6091018,2.1931584
124,0.12840658,1.8413717,0.98488915
125,0.77660835,5.088406,2.9325073
126,1.5553683,1.4680634,1.5117159
127,0.64723605,4.4658446,2.5565403
128,1.4250473,1.4357742,1.4304107
129,0.6466604,4.681936,2.664298
130,0.64743817,4.8170476,2.7322428
131,0.51758003,2.8057666,1.6616733
132,0.90712637,5.4331117,3.170119
133,0.3878671,3.2197592,1.8038132
134,0.25813314,2.91226,1.5851966
135,0.3875184,3.9897535,2.1886358
136,0.3880955,4.5839844,2.4860399
137,0.51780224,3.666841,2.0923216
138,0.647427,3.848444,2.2479355
139,0.77697295,5.3314004,3.0541866
140,0.25831366,2.4867508,1.3725322
141,0.25831777,1.3044062,0.78136194
142,1.8140353,3.7297425,2.771889
143,1.812667,7.2881327,4.5504
144,0.5180554,2.801995,1.6600252
145,0.2583274,6.833874,3.5461009
146,0.77670205,2.9253442,1.8510232
147,0.12851724,3.5088904,1.8187038
148,0.6478011,5.4142656,3.0310333
149,0.387882,1.8440199,1.115951
150,1.036908,2.937209,1.9870584
151,0.25808457,1.3648716,0.8114781
152,0.45268422,5.906142,3.1794133
153,0.38792282,2.5076764,1.4477996
154,1.0364912,3.291789,2.1641402
155,0.38755843,4.715464,2.5515113
156,1.1667502,2.6075902,1.8871702
157,0.38780802,4.161575,2.2746913
158,0.51761395,3.8283052,2.1729596
159,0.5175599,1.4422085,0.9798842
160,1.0368094,2.378796,1.7078028
161,0.25792956,4.511016,2.3844728
162,1.0360311,2.9348826,1.985457
163,0.3874853,6.5904408,3.4889631
164,1.0358614,5.330118,3.1829898
165,0.12837256,1.3783165,0.75334454
166,0.45251378,2.7682083,1.610361
167,1.1662143,5.047014,3.1066144
168,1.4247516,4.170613,2.7976823
169,0.7767729,4.805257,2.791015
170,0.1284895,2.4964483,1.3124689
171,0.38771865,3.2994196,1.8435692
172,0.64760584,2.733733,1.6906694
173,0.25808436,3.4884284,1.8732563
174,0.38785803,6.6012506,3.4945543
175,0.2581721,5.7378254,2.9979987
176,0.647359,3.4512444,2.0493016
177,0.12840375,1.6985209,0.91346234
178,0.3880776,3.3310237,1.8595506
179,1.0369067,2.0872543,1.5620805
180,1.0365216,4.2234993,2.6300104
181,0.258156,8.870984,4.56457
182,1.295313,3.529291,2.412302
183,0.77720773,3.1261425,1.9516752
184,0.5829005,0.92321247,0.7530565
185,1.294317,2.8486035,2.0714602
186,1.8145233,2.3976917,2.1061075
187,1.4250565,3.9719155,2.6984859
188,0.51774913,2.625968,1.5718585
189,1.4254497,5.615368,3.5204089
190,0.38773435,1.9029912,1.1453627
191,0.38814443,3.4676676,1.927906
192,0.8417857,2.3540876,1.5979366
193,0.51761925,3.7642393,2.1409292
194,0.25794008,4.1387935,2.1983669
195,0.51780516,1.3884108,0.95310795
196,1.4261674,2.475699,1.9509332
197,0.25805506,6.1843653,3.2212102
198,0.1283652,1.6375554,0.88296026
199,0.4526819,3.8447886,2.1487353
200,0.2580738,2.9815812,1.6198275
201,0.3878782,5.039735,2.7138066
202,1.0368052,6.0224566,3.529631
203,0.5179125,5.9298353,3.2238739
204,0.3880321,4.527267,2.4576495
205,0.25839293,4.062912,2.1606524
206,0.4531079,4.350903,2.4020054
207,1.4253982,8.964666,5.195032
208,0.90628105,6.104945,3.505613
209,0.77627605,5.400362,3.088319
210,1.5552636,5.3858137,3.4705386
211,1.425718,4.1239853,2.7748516
212,0.51737416,2.6545622,1.5859683
213,0.38798195,2.695122,1.541552
214,0.25816897,2.8394794,1.5488242
215,0.51800156,8.034382,4.2761917
216,1.6838082,3.416298,2.5500531
217,1.424444,5.9242253,3.6743345
218,0.25817835,3.47569,1.8669341
219,0.77668244,7.6822767,4.22948
220,1.684533,5.6961746,3.6903539
221,0.38779733,0.92655253,0.65717494
222,0.38783202,1.9848175,1.1863247
223,1.1659936,2.0843747,1.625184
224,0.38782197,3.315464,1.851643
225,0.25812256,3.5577252,1.9079239
226,0.64748394,4.796235,2.7218595
227,1.036208,2.4543293,1.7452686
228,1.4256241,4.7770667,3.1013455
229,0.6472823,5.868369,3.2578256
230,1.0360305,4.452967,2.7444987
231,0.25805113,1.7881004,1.0230757
232,0.12852666,3.2200785,1.6743026
233,0.25800815,6.9054165,3.5817122
234,0.25814873,6.6147094,3.436429
235,1.4258387,3.0023537,2.214096
236,0.38776672,5.580145,2.9839559
237,0.5177368,4.4625206,2.4901288
238,0.64674646,3.8912346,2.2689905
239,6.4249803e-06,1.0506155,0.525311
240,1.5546684,4.6160555,3.085362
241,0.5175618,2.7973392,1.6574504
242,0.51750535,3.2650342,1.8912698
243,0.51788896,5.1823792,2.8501341
244,1.3609844,3.185452,2.2732182
245,0.25822228,6.580748,3.419485
246,0.12843414,3.0944993,1.6114668
247,0.25808534,4.2349596,2.2465224
248,0.64726126,6.994345,3.8208032
249,1.4258237,4.6601973,3.0430105
250,0.77692467,8.217207,4.497066
251,0.25812098,6.575155,3.416638
252,0.51767236,7.134769,3.8262208
253,0.6472231,5.4045696,3.0258963
254,0.6473916,2.141894,1.3946428
255,0.25814173,2.363066,1.3106039
256,0.6473514,3.5462613,2.0968063
257,0.3880045,3.484831,1.9364178
258,1.4253119,4.638854,3.032083
259,1.0365552,2.8279576,1.9322565
260,0.6477023,2.623212,1.6354572
261,0.3874919,4.193092,2.2902918
262,0.51804346,6.0033536,3.2606986
263,1.0367205,5.6101017,3.323411
264,0.3228299,4.768448,2.5456388
265,0.12837331,1.9249183,1.0266458
266,2.0728052,3.6539226,2.8633637
267,0.1284634,1.3372482,0.7328558
268,0.3879651,4.0202866,2.204126
269,0.90614456,3.4637282,2.1849363
270,0.38772684,5.826476,3.1071014
271,1.2952541,4.247399,2.7713265
272,0.38780153,4.472512,2.4301567
273,0.6475403,4.3394766,2.4935083
274,0.90646434,1.911821,1.4091427
275,0.7764741,1.8099887,1.2932315
276,0.2583224,1.781154,1.0197382
277,1.5540287,4.6889954,3.121512
278,0.9064199,6.7544403,3.83043
279,0.64737254,1.5177888,1.0825807
280,0.2580648,6.585011,3.4215379
281,0.5177909,6.2172823,3.3675365
282,1.1661464,5.0553794,3.1107628
283,0.25810617,4.8660774,2.5620918
284,1.1664567,6.2375846,3.7020206
285,0.38812894,5.364644,2.8763864
286,2.4609785,3.6972797,3.0791292
287,0.12840639,3.3353136,1.7318599
288,0.64694834,3.960101,2.3035245
289,0.9071116,5.0961895,3.0016506
290,0.64739597,7.346971,3.9971836
291,0.5177384,2.764981,1.6413597
292,1.5540525,5.96581,3.759931
293,0.5179956,2.0644934,1.2912445
294,0.71186113,4.1392255,2.4255433
295,0.51731074,3.1619427,1.8396268
296,0.3879138,1.5043321,0.94612294
297,0.25819778,3.1854274,1.7218126
298,1.0367653,3.7222931,2.3795292
299,0.51736635,4.2860804,2.4017234
300,0.12836751,3.5168393,1.8226033
301,0.3878664,4.7217484,2.5548074
302,0.58280337,4.9458613,2.7643323
303,0.45300075,4.588792,2.5208962
304,0.38757056,4.3304043,2.3589873
305,0.64740765,3.361242,2.004325
306,1.03617,2.4285452,1.7323576
307,1.165246,3.0217934,2.0935197
308,0.5174966,6.586493,3.5519948
309,1.1659007,1.7300957,1.4479983
310,6.4249803e-06,1.1576204,0.57881343
311,1.1668493,2.4291213,1.7979853
312,1.4256883,3.7279341,2.5768113
313,0.51765853,3.0604804,1.7890694
314,0.12852447,4.9776998,2.553112
315,0.12843017,2.7408342,1.4346322
316,1.1661053,2.730725,1.9484152
317,0.5178632,3.8468459,2.1823545
318,1.0355184,4.5725803,2.8040495
319,0.7768674,3.1946154,1.9857414
320,0.25790104,4.1345706,2.196236
321,1.0367341,4.3872805,2.7120073
322,1.2963606,2.8483126,2.0723367
323,1.2950636,2.2493296,1.7721965
324,0.2579917,3.1311262,1.694559
325,0.6471582,2.6108725,1.6290153
326,0.2581013,1.0806361,0.66936874
327,1.4256406,0.8524031,1.1390219
328,0.6476267,4.158685,2.403156
329,0.5173522,8.294476,4.405914
330,0.38771895,4.6254344,2.5065768
331,1.5556902,5.207996,3.381843
332,0.5175607,3.3836148,1.9505877
333,0.1283226,2.2025235,1.165423
334,0.38781565,1.3433665,0.86559105
335,0.5173065,4.6015296,2.559418
336,1.1661912,2.8062294,1.9862103
337,0.38777873,4.7975674,2.592673
338,1.2957429,4.3122215,2.8039823
339,1.0370915,4.439941,2.7385163
340,0.9060914,1.3828214,1.1444564
341,1.425374,2.449966,1.93767
342,0.5178774,5.712231,3.1150544
343,0.7771421,4.7593293,2.7682357
344,1.2957191,3.4055579,2.3506384
345,0.38770297,4.0150094,2.2013562
346,0.2581139,1.3171194,0.7876166
347,0.51713693,2.126462,1.3217995
348,0.51806426,5.2156982,2.8668814
349,1.1654661,2.915111,2.0402884
350,0.5176359,1.7635748,1.1406053
351,0.5174448,5.146304,2.8318744
352,1.1653696,2.672726,1.9190478
353,0.45278347,1.1687875,0.8107855
354,0.5171164,2.0988936,1.3080051
355,0.90621454,3.5790536,2.242634
356,0.58243126,3.757434,2.1699326
357,0.5178269,3.2389305,1.8783786
358,0.38774967,5.766191,3.0769703
359,1.4245504,1.8731493,1.6488498
360,1.2962612,2.025309,1.6607852
361,0.90640163,3.3022583,2.10433
362,0.7116479,3.3547242,2.033186
363,0.77695847,1.7169182,1.2469383
364,0.6477814,4.8763995,2.7620904
365,1.036772,3.707714,2.372243
366,2.3302996,5.3817024,3.856001
367,0.51732665,3.723821,2.1205738
368,0.51732767,5.057979,2.7876534
369,0.64741707,4.4052987,2.526358
370,1.4243494,4.010886,2.7176178
371,1.2952985,4.5728545,2.9340765
372,0.2582764,2.867526,1.5629013
373,0.64721274,2.3821132,1.514663
374,0.7769396,3.054613,1.9157764
375,0.12828943,5.7743344,2.9513118
376,0.5179263,2.3143208,1.4161235
377,0.12840948,3.280563,1.7044863
378,0.38755465,3.2287674,1.808161
379,0.64704347,1.8500903,1.2485669
380,1.1661134,3.922075,2.544094
381,0.4530262,4.0712495,2.262138
382,1.2957683,3.4908397,2.3933039
383,0.5177132,4.858347,2.68803
384,1.036687,3.4936225,2.2651548
385,1.0363092,2.9440484,1.9901788
386,0.38792422,3.8504472,2.1191857
387,0.4526682,2.3445563,1.3986123
388,0.3881694,5.533584,2.9608767
389,0.51770586,3.2797067,1.8987063
390,0.6479127,2.3657124,1.5068126
391,1.2956848,4.769504,3.0325944
392,1.5553833,1.924384,1.7398837
393,0.5171697,3.110935,1.8140523
394,0.25789928,4.8601685,2.5590339
395,0.38769892,1.5048451,0.946272
396,0.5179701,4.4343553,2.4761627
397,0.2582106,3.5219238,1.8900672
398,0.38765308,2.1818945,1.2847738
399,6.4249803e-06,2.6210244,1.3105154
400,0.25795236,2.4344807,1.3462166
401,0.38814148,6.5853543,3.486748
402,0.6476374,6.4701734,3.5589054
403,0.3878433,4.595617,2.49173
404,1.0359999,2.8541915,1.9450958
405,1.2961726,2.9331994,2.114686
406,0.1283505,8.147569,4.1379595
407,1.0362617,0.96295667,0.9996092
408,0.90598243,4.548617,2.7272997
409,1.2957776,3.6562033,2.4759903
410,0.64753854,4.5792646,2.6134017
411,0.3877439,5.731589,3.0596664
412,0.5175979,1.3706568,0.9441274
413,0.77709913,4.8382483,2.8076737
414,1.0366157,2.1478682,1.592242
415,0.45258373,1.6760492,1.0643165
416,0.3875975,5.9081864,3.147892
417,0.25815576,2.906035,1.5820954
418,0.38793176,2.0395236,1.2137277
419,0.258141,4.089601,2.173871
420,0.12842369,4.28095,2.2046869
421,0.7768983,4.1871657,2.482032
422,0.51761985,3.9241545,2.2208872
423,0.51774794,2.3368673,1.4273076
424,0.51769465,4.478169,2.4979317
425,0.2583297,1.7738605,1.016095
426,0.5176533,4.3755326,2.446593
427,0.51764244,6.0897684,3.3037055
428,0.64717996,3.0075858,1.8273828
429,0.90673846,3.9563115,2.431525
430,0.51747215,3.4849458,2.001209
431,0.5174283,7.637863,4.077646
432,1.1653517,4.792647,2.9789994
433,0.25823432,4.2199144,2.2390745
434,0.38787252,3.8870952,2.1374838
435,0.51750433,4.005164,2.2613342
436,0.38791633,2.9619906,1.6749535
437,0.25797966,2.9852946,1.6216371
438,1.0362278,8.189535,4.6128817
439,0.51747066,3.2257848,1.8716277
440,0.64787835,4.0442147,2.3460464
441,0.77691233,3.8386605,2.3077865
442,0.6474013,5.4089494,3.0281754
443,0.25793958,1.2701174,0.7640285
444,0.38768658,4.9344864,2.6610866
445,1.0364561,2.0168672,1.5266616
446,0.5171686,6.1301155,3.323642
447,0.1283896,2.7391455,1.4337676
448,1.2959176,4.586278,2.9410977
449,1.424681,2.7549665,2.0898237
450,0.9072089,2.3315895,1.6193992
451,0.9058815,3.0744822,1.9901819
452,1.0370406,7.7592206,4.3981304
453,0.387703,4.2994647,2.3435838
454,0.12844001,2.4932241,1.310832
455,0.64737713,5.7938285,3.2206028
456,1.1663495,5.466819,3.316584
457,0.25837305,1.3171194,0.7877462
458,0.58246505,2.736778,1.6596215
459,0.6468461,2.4324741,1.5396601
460,1.2951524,3.4522092,2.3736808
461,0.3878496,1.9758428,1.1818463
462,0.5178374,2.0277412,1.2727892
463,0.3881582,1.4254906,0.9068244
464,1.0365762,2.7684906,1.9025333
465,0.38789332,4.881132,2.6345127
466,1.5556265,4.189889,2.8727577
467,0.2581533,4.264923,2.2615383
468,1.9432706,4.131886,3.0375783
469,0.38780567,5.239501,2.8136532
470,1.2953622,3.1143448,2.2048535
471,0.38769558,4.0429854,2.2153406
472,0.3874899,3.286594,1.8370419
473,0.38779205,3.5635874,1.9756898
474,0.38796136,1.7531648,1.0705631
475,0.71227753,1.8528619,1.2825696
476,0.3874968,4.895438,2.6414676
477,0.38768202,4.2133784,2.3005302
478,0.2580895,4.0849924,2.171541
479,0.6474114,2.5405257,1.5939685
480,0.38769886,7.165921,3.77681
481,0.45280614,2.684341,1.5685736
482,0.38809106,3.5664124,1.9772518
483,0.7768522,3.2990174,2.0379348
484,1.4256947,3.6873677,2.5565312
485,0.5172993,2.2447274,1.3810134
486,0.2580868,1.3082236,0.7831552
487,0.6474006,4.9684243,2.8079123
488,0.38785306,0.97377145,0.68081224
489,0.5177088,2.981868,1.7497884
490,0.6472814,3.276629,1.9619552
491,0.25832725,4.5297184,2.394023
492,1.1666057,7.0309634,4.0987844
493,0.25819337,1.3519301,0.80506176
494,0.51806223,2.4443948,1.4812286
495,0.6471024,4.1647096,2.405906
496,1.1652472,4.79444,2.9798436
497,0.5174498,1.9622753,1.2398626
498,0.90646785,1.5278968,1.2171823
499,0.3875291,3.5560558,1.9717925
500,0.25826806,3.2560852,1.7571766
501,0.38809657,2.6397765,1.5139365
502,0.38767862,3.1020947,1.7448866
503,1.4247376,3.0577862,2.241262
504,1.1661966,2.7632368,1.9647167
505,0.3874662,3.3362162,1.8618412
506,1.2960404,4.363377,2.8297088
507,0.38783932,4.43465,2.4112446
508,0.51729625,5.743189,3.1302426
509,1.1658233,3.7688162,2.4673197
510,0.38760424,6.1879234,3.2877638
511,0.12840737,1.889758,1.0090827
512,1.4242893,5.076911,3.2506
513,0.5179144,5.085819,2.8018665
514,0.5177145,2.7109904,1.6143525
515,0.38758245,2.1341393,1.2608609
516,0.25810045,2.8407245,1.5494125
517,1.0357804,1.9536496,1.494715
518,1.0370512,2.134877,1.5859641
519,0.5175986,4.5187426,2.5181706
520,1.0360707,3.464614,2.2503424
521,0.3230094,2.301336,1.3121728
522,0.2583899,2.5932157,1.4258028
523,0.25838086,1.3606766,0.80952877
524,0.5177938,4.8425217,2.6801577
525,0.6473037,2.2634394,1.4553716
526,0.5178826,2.933296,1.7255893
527,0.3876971,2.9281907,1.657944
528,0.25829965,1.9496754,1.1039876
529,0.45275077,3.9382002,2.1954756
530,0.25813112,2.5831563,1.4206437
531,0.5825327,1.2153977,0.89896524
532,1.0367699,2.541268,1.789019
533,1.1655619,2.430911,1.7982365
534,0.5824024,2.9332488,1.7578256
535,0.7768849,1.4770926,1.1269888
536,0.5176725,3.4773338,1.9975032
537,0.5178064,1.2770083,0.89740735
538,0.5178345,4.3311677,2.4245012
539,0.25805026,2.417737,1.3378936
540,1.6837051,5.3786516,3.5311785
541,0.3874778,1.9944963,1.1909871
542,1.5550722,7.069945,4.3125086
543,0.3877973,4.7154093,2.5516033
544,0.5824081,1.6110853,1.0967467
545,0.38775966,5.832458,3.1101089
546,6.4249803e-06,1.4800975,0.740052
547,0.517236,1.6730388,1.0951374
548,1.1652758,3.9322395,2.5487576
549,0.9057449,3.1043577,2.0050514
550,0.9060903,5.771312,3.3387012
551,1.2954445,1.5627544,1.4290994
552,0.58270067,1.3338981,0.9582994
553,2.332201,3.4726791,2.90244
554,1.2946856,0.96132344,1.1280046
555,1.35959,4.4022393,2.8809147
556,0.518018,3.8585765,2.1882973
557,0.12837918,1.6773965,0.9028879
558,1.4252357,4.175966,2.8006008
559,0.3229345,3.8112495,2.067092
560,0.1283612,3.251269,1.6898152
561,0.38768682,1.8822298,1.1349583
562,1.1662936,3.5420911,2.3541923
563,0.25812823,1.2551575,0.7566428
564,0.77658635,4.7256002,2.7510934
565,1.6841118,4.4038053,3.0439587
566,1.8129514,3.7053313,2.7591414
567,1.0362934,2.802588,1.9194407
568,0.12837854,4.2834477,2.205913
569,1.5536689,3.8006043,2.6771367
570,1.035967,5.391566,3.2137663
571,1.2960354,5.3249893,3.3105123
572,0.25818694,7.143763,3.700975
573,0.90653545,3.2013783,2.053957
574,0.12835827,2.8823385,1.5053484
575,0.5177931,1.6803577,1.0990754
576,0.51788425,3.7821922,2.1500382
577,1.2951669,3.9318466,2.6135068
578,0.38777208,2.9296849,1.6587285
579,0.77697647,1.0723262,0.9246513
580,1.1663808,5.396677,3.281529
581,0.51716447,2.6392353,1.5781999
582,0.38779745,4.31538,2.3515887
583,0.90623224,2.4042096,1.655221
584,0.51711845,4.7766623,2.6468904
585,0.6478879,2.776446,1.712167
586,0.38763818,2.2351196,1.3113788
587,0.2581724,3.535003,1.8965876
588,0.12830268,5.2681804,2.6982415
589,1.0370116,3.7565622,2.396787
590,0.38774535,2.4752367,1.431491
591,0.32311654,2.5869935,1.455055
592,0.71260047,3.7498312,2.231216
593,0.6473664,4.0822134,2.36479
594,1.5540062,6.086639,3.8203225
595,0.38767487,1.3980447,0.8928598
596,0.38785407,2.7598372,1.5738456
597,0.6468439,5.220229,2.9335365
598,1.1661984,3.378017,2.2721076
599,0.3878593,1.8640714,1.1259654
600,0.3877603,5.4195204,2.9036403
601,0.6472673,6.890037,3.7686522
602,0.5175432,1.6411182,1.0793307
603,0.2580433,3.514866,1.8864547
604,0.7766983,6.2792263,3.5279622
605,1.036201,3.900419,2.4683099
606,1.1655812,3.9701352,2.5678582
607,0.77688277,5.9461956,3.3615391
608,0.5173986,2.7117062,1.6145524
609,1.4246193,4.6928515,3.0587354
610,0.51751524,5.8020883,3.1598017
611,0.12839662,1.3729352,0.7506659
612,0.38784856,3.891473,2.1396608
613,0.128324,4.364648,2.246486
614,0.64710337,2.2758596,1.4614815
615,0.38786677,2.2178845,1.3028756
616,1.4249295,6.2571483,3.841039
617,0.5828043,4.1406016,2.361703
618,0.25829607,4.839237,2.5487666
619,0.38786456,4.4200253,2.403945
620,0.38774696,1.6110913,0.9994191
621,0.38759646,3.0278096,1.707703
622,0.90706784,1.9257965,1.4164321
623,1.2960204,3.4863992,2.3912098
624,0.25827518,3.9935615,2.1259184
625,0.1283792,1.9381061,1.0332426
626,0.6472523,2.7884493,1.7178508
627,0.38751206,3.5063827,1.9469473
628,0.12842275,1.6966506,0.9125367
629,1.1658605,7.883621,4.5247407
630,1.426011,3.4925847,2.459298
631,0.25809166,4.1729646,2.215528
632,1.165681,3.5469446,2.3563128
633,1.294501,2.9114833,2.102992
634,0.5824749,1.2697779,0.92612636
635,0.25821748,6.2060556,3.2321365
636,0.12849423,3.6299446,1.8792194
637,0.51796854,6.991483,3.754726
638,1.5536481,2.4918606,2.0227544
639,1.0367287,2.5350575,1.7858932
640,0.388023,4.2922344,2.3401287
641,1.6851346,2.08768,1.8864074
642,0.90662384,1.2190584,1.0628412
643,1.424404,10.152535,5.78847
644,0.38784388,1.6711855,1.0295147
645,0.90628225,3.197666,2.051974
646,0.25815764,4.7612495,2.5097036
647,1.8126442,3.5858085,2.6992264
648,0.77657723,1.8015553,1.2890663
649,1.1664433,5.0149045,3.090674
650,1.0364417,5.742085,3.3892634
651,0.38795266,2.3470345,1.3674935
652,0.32279962,3.0783534,1.7005765
653,0.5177351,4.210735,2.364235
654,0.25809523,4.278016,2.2680557
655,0.9063409,4.875838,2.8910894
656,0.64730626,7.3150916,3.981199
657,0.257919,1.1988531,0.72838604
658,0.38774368,2.7759695,1.5818566
659,1.4244094,2.5905836,2.0074964
660,0.6478115,6.190933,3.4193723
661,0.38772452,2.109316,1.2485204
662,1.4243103,2.1709015,1.797606
663,0.25816128,2.0006936,1.1294274
664,0.7124929,2.1398985,1.4261957
665,0.5173822,4.810478,2.6639302
666,0.51802033,1.2554862,0.8867533
667,1.2310951,3.5932727,2.4121838
668,0.6475134,5.8642626,3.255888
669,1.4247962,2.6037285,2.0142624
670,0.8417744,1.5199236,1.180849
671,0.5175238,1.2770083,0.89726603
672,1.03711,2.3154945,1.6763022
673,0.5177385,6.010718,3.264228
674,1.2946185,3.6128843,2.4537513
675,1.0368173,3.5922375,2.3145275
676,1.0369339,5.4166274,3.2267807
677,0.387879,1.4765762,0.9322276
678,0.7768625,5.8683743,3.3226185
679,0.2582924,6.3443074,3.3012998
680,0.77699673,3.999404,2.3882003
681,0.90683866,2.7818844,1.8443615
682,1.4261094,4.468335,2.9472222
683,1.2964262,4.074313,2.6853697
684,0.2581582,3.6150885,1.9366233
685,0.2582303,6.6764064,3.4673183
686,1.4260851,2.666554,2.0463195
687,0.6473547,2.5362365,1.5917957
688,1.2959101,5.7086644,3.5022874
689,0.25810415,3.8300917,2.044098
690,1.425261,5.3232822,3.3742716
691,1.5553819,3.7390656,2.6472237
692,1.0367055,5.240418,3.1385617
693,0.12829725,3.3793888,1.7538431
694,0.64780354,2.7228029,1.6853032
695,1.4261931,3.8011036,2.6136484
696,1.4253194,2.3259933,1.8756564
697,0.38784754,3.6158192,2.0018334
698,0.38771424,2.2135355,1.3006248
699,0.517913,5.3406415,2.9292772
700,0.906395,4.393855,2.650125
701,0.3876829,4.298093,2.3428879
702,0.1284911,5.8486953,2.988593
703,0.25835195,1.1988531,0.7286025
704,1.5544871,2.8069708,2.180729
705,0.5176466,4.1856103,2.3516285
706,0.3876917,4.272812,2.3302517
707,0.38806024,5.192334,2.7901971
708,0.258255,2.2497096,1.2539823
709,1.2961199,3.179898,2.238009
710,1.4257885,5.524894,3.4753413
711,0.25807485,7.869688,4.0638814
712,1.1650678,5.618907,3.3919873
713,0.25803056,3.6446276,1.9513291
714,1.2961302,3.9556086,2.6258693
715,0.9069831,3.968405,2.437694
716,0.12842238,1.5965288,0.8624756
